epoch_open,iso8601_open,low,open,close,high
1676764800,2023-02-19 00:00:00+00:00,24168.8,24637.9,24266.9,25197.5
1676851200,2023-02-20 00:00:00+00:00,23816.7,24266.9,24853.5,25149.6
1676937600,2023-02-21 00:00:00+00:00,24152.0,24853.5,24455.5,25295.0
1677024000,2023-02-22 00:00:00+00:00,23570.3,24455.5,24180.2,24476.0
1677110400,2023-02-23 00:00:00+00:00,23590.5,24180.2,23936.4,24602.9
1677196800,2023-02-24 00:00:00+00:00,22800.0,23936.4,23185.1,24130.0
1677283200,2023-02-25 00:00:00+00:00,22712.3,23185.1,23154.8,23212.8
1677369600,2023-02-26 00:00:00+00:00,23060.1,23154.8,23548.3,23685.7
1677456000,2023-02-27 00:00:00+00:00,23083.8,23548.3,23484.1,23889.0
1677542400,2023-02-28 00:00:00+00:00,23010.0,23484.1,23129.9,23592.9
1677628800,2023-03-01 00:00:00+00:00,23015.0,23129.9,23630.0,24028.4
1677715200,2023-03-02 00:00:00+00:00,23186.4,23630.0,23462.5,23788.2
1677801600,2023-03-03 00:00:00+00:00,21905.0,23462.5,22345.8,23469.9
1677888000,2023-03-04 00:00:00+00:00,22152.0,22345.8,22336.6,22394.8
1677974400,2023-03-05 00:00:00+00:00,22173.0,22336.6,22419.0,22672.9
1678060800,2023-03-06 00:00:00+00:00,22234.4,22419.0,22398.5,22594.7
1678147200,2023-03-07 00:00:00+00:00,21919.0,22398.5,22188.9,22541.2
1678233600,2023-03-08 00:00:00+00:00,21559.0,22188.9,21702.0,22280.0
1678320000,2023-03-09 00:00:00+00:00,20016.0,21702.0,20355.6,21837.5
1678406400,2023-03-10 00:00:00+00:00,19535.0,20355.6,20141.4,20358.1
1678492800,2023-03-11 00:00:00+00:00,19760.0,20141.4,20450.1,20671.2
1678579200,2023-03-12 00:00:00+00:00,20260.9,20450.1,21978.9,22139.0
1678665600,2023-03-13 00:00:00+00:00,21804.0,21978.9,24112.2,24560.0
1678752000,2023-03-14 00:00:00+00:00,23966.0,24112.2,24684.7,26500.0
1678838400,2023-03-15 00:00:00+00:00,23868.1,24684.7,24284.9,25211.0
1678924800,2023-03-16 00:00:00+00:00,24123.2,24284.9,24989.2,25175.0
1679011200,2023-03-17 00:00:00+00:00,24878.6,24989.2,27382.2,27766.0
1679097600,2023-03-18 00:00:00+00:00,26555.0,27382.2,26898.2,27720.0
1679184000,2023-03-19 00:00:00+00:00,26816.2,26898.2,27962.1,28417.1
1679270400,2023-03-20 00:00:00+00:00,27123.0,27962.1,27703.6,28480.0
1679356800,2023-03-21 00:00:00+00:00,27292.2,27703.6,28090.0,28471.0
1679443200,2023-03-22 00:00:00+00:00,26583.4,28090.0,27233.8,28897.0
1679529600,2023-03-23 00:00:00+00:00,27103.5,27233.8,28278.0,28780.0
1679616000,2023-03-24 00:00:00+00:00,26956.0,28278.0,27437.2,28353.2
1679702400,2023-03-25 00:00:00+00:00,27287.6,27437.2,27671.4,27787.
